mu,tau,regime,R,h_mean,s_mean,p_green,all_W_tot,all_cs_tot,all_fisc_tot,all_host_tot,all_dmg_tot,all_dmg_loc_tot,all_dmg_glob_tot,all_W_pc,strict_W_tot,strict_W_pc,strict_n,strict_pop,lax_W_tot,lax_W_pc,lax_n,lax_pop,h_seed0,h_seed1,h_seed2,h_seed3,h_seed4,h_seed5,s_seed0,s_seed1,s_seed2,s_seed3,s_seed4,s_seed5
0.170634,0.172414,race_to_bottom,-0.9778,0.9978,0.0200,0.000,2.06377e+08,5.75538e+06,33599.8,1.19119e+09,9.90603e+08,7.92482e+08,1.98121e+08,3763.83,4.22517e+06,4534.25,1,1096.63,2.02152e+08,3762.15,49,53735,1.0000,0.9993,0.9882,1.0000,0.9999,0.9994,0.0400,0.0000,0.0200,0.0400,0.0200,0.0000
0.216527,0.172414,race_to_bottom,-0.9829,0.9963,0.0133,0.000,2.07687e+08,5.76776e+06,18186.7,1.19262e+09,9.90716e+08,7.92573e+08,1.98143e+08,3787.72,4.2274e+06,6860.6,0.666667,731.089,2.03459e+08,3760.95,49.3333,54100.6,1.0000,0.9998,0.9833,0.9997,0.9947,1.0000,0.0000,0.0000,0.0200,0.0400,0.0200,0.0000
0.274765,0.172414,race_to_bottom,-0.9829,0.9962,0.0133,0.000,2.07689e+08,5.76753e+06,18118.1,1.19257e+09,9.90666e+08,7.92533e+08,1.98133e+08,3787.75,4.22948e+06,6864.44,0.666667,731.089,2.03459e+08,3760.95,49.3333,54100.6,1.0000,0.9999,0.9865,1.0000,0.9909,1.0000,0.0000,0.0000,0.0200,0.0400,0.0200,0.0000
0.348666,0.172414,race_to_bottom,-0.9836,0.9969,0.0133,0.000,2.07122e+08,5.76803e+06,19488.9,1.19266e+09,9.91321e+08,7.93057e+08,1.98264e+08,3777.42,3.75766e+06,6003.9,0.666667,731.089,2.03365e+08,3759.19,49.3333,54100.6,1.0000,0.9996,0.9821,0.9999,1.0000,1.0000,0.0000,0.0000,0.0200,0.0400,0.0200,0.0000
0.442443,0.172414,race_to_bottom,-0.9835,0.9968,0.0133,0.000,2.07488e+08,5.76892e+06,18675,1.19271e+09,9.91005e+08,7.92804e+08,1.98201e+08,3784.08,4.0508e+06,6538.83,0.666667,731.089,2.03437e+08,3760.53,49.3333,54100.6,1.0000,1.0000,0.9833,1.0000,0.9975,1.0000,0.0000,0.0000,0.0200,0.0400,0.0200,0.0000
0.561443,0.172414,race_to_bottom,-0.9723,0.9970,0.0247,0.000,2.06699e+08,5.74668e+06,39617,1.19012e+09,9.89212e+08,7.91369e+08,1.97842e+08,3769.71,4.82618e+06,4944.62,1.2375,1357.08,2.01873e+08,3775.91,48.7625,53474.6,1.0000,0.9999,0.9822,0.9998,1.0000,1.0000,0.0400,0.0000,0.0200,0.0683,0.0200,0.0000
0.71245,0.172414,race_to_bottom,-0.9618,0.9950,0.0332,0.000,2.0763e+08,5.72922e+06,50791,1.18819e+09,9.86338e+08,7.8907e+08,1.97268e+08,3786.68,6.46703e+06,4759.31,1.6625,1823.15,2.01163e+08,3796.64,48.3375,53008.5,1.0000,1.0000,0.9877,0.9999,0.9830,0.9995,0.0400,0.0000,0.0200,0.0629,0.0764,0.0000
0.904071,0.172414,race_to_bottom,-0.9697,0.9942,0.0245,0.000,2.07845e+08,5.7469e+06,36500.2,1.19005e+09,9.87985e+08,7.90388e+08,1.97597e+08,3790.61,5.77695e+06,3969.97,1.225,1343.38,2.02068e+08,3778.65,48.775,53488.3,1.0000,0.9999,0.9658,1.0000,1.0000,0.9996,0.0400,0.0000,0.0469,0.0400,0.0200,0.0000
1.14723,0.172414,race_to_bottom,-0.9785,0.9963,0.0178,0.000,2.0753e+08,5.76007e+06,25386.4,1.19162e+09,9.89874e+08,7.91899e+08,1.97975e+08,3784.86,4.48438e+06,5536.47,0.891667,977.831,2.03046e+08,3770.63,49.1083,53853.8,1.0000,1.0000,0.9877,0.9998,0.9904,1.0000,0.0000,0.0271,0.0200,0.0400,0.0200,0.0000
1.45579,0.172414,race_to_bottom,-0.9722,0.9941,0.0218,0.000,2.09016e+08,5.75163e+06,27926.3,1.19064e+09,9.874e+08,7.8992e+08,1.9748e+08,3811.96,6.06753e+06,6086.86,1.09583,1201.73,2.02949e+08,3785.2,48.9042,53629.9,1.0000,0.9875,0.9829,0.9999,0.9944,0.9998,0.0000,0.0510,0.0200,0.0400,0.0200,0.0000
1.84734,0.172414,race_to_bottom,-0.9510,0.9951,0.0441,0.000,2.07243e+08,5.70518e+06,70398.8,1.18522e+09,9.8375e+08,7.87e+08,1.9675e+08,3779.62,7.6381e+06,3132.92,2.22083,2435.44,1.99605e+08,3810.45,47.7792,52396.2,0.9949,0.9999,0.9836,0.9998,0.9922,0.9998,0.0400,0.0264,0.0442,0.0400,0.0862,0.0275
2.3442,0.172414,race_to_bottom,-0.9438,0.9850,0.0412,0.000,2.14037e+08,5.71393e+06,49077.3,1.18642e+09,9.78151e+08,7.82521e+08,1.9563e+08,3903.53,1.28813e+07,5964.27,2.05417,2252.67,2.01156e+08,3833.29,47.9458,52579,0.9375,0.9995,0.9812,1.0000,0.9921,0.9999,0.1449,0.0000,0.0424,0.0400,0.0200,0.0000
2.9747,0.172414,race_to_bottom,-0.9761,0.9961,0.0200,0.000,2.07281e+08,5.74972e+06,31185.4,1.19035e+09,9.88848e+08,7.91078e+08,1.9777e+08,3780.32,5.09603e+06,5162.31,1,1096.63,2.02185e+08,3762.81,49,53735,0.9902,0.9996,0.9872,1.0000,0.9997,1.0000,0.0400,0.0000,0.0200,0.0400,0.0200,0.0000
3.77478,0.172414,race_to_bottom,-0.9565,0.9905,0.0340,0.000,2.1101e+08,5.72503e+06,37231,1.18756e+09,9.82313e+08,7.8585e+08,1.96463e+08,3848.33,7.90876e+06,5248.68,1.70833,1873.41,2.03102e+08,3837.66,48.2917,52958.2,1.0000,0.9834,0.9850,0.9811,0.9933,1.0000,0.0000,0.0607,0.0200,0.0699,0.0200,0.0333
4.79005,0.172414,race_to_bottom,-0.9551,0.9941,0.0390,0.000,2.07555e+08,5.69656e+06,56830.5,1.1844e+09,9.82595e+08,7.86076e+08,1.96519e+08,3785.32,6.92666e+06,3656.39,1.94167,2129.3,2.00629e+08,3808.36,48.0583,52702.4,0.9842,0.9998,0.9813,1.0000,0.9996,0.9995,0.0400,0.0227,0.0442,0.0664,0.0608,0.0000
6.07839,0.172414,race_to_bottom,-0.9540,0.9952,0.0411,0.000,2.06323e+08,5.66621e+06,58760.3,1.181e+09,9.80406e+08,7.84325e+08,1.96081e+08,3762.84,5.82855e+06,2609.45,2.07917,2280.08,2.00494e+08,3820.72,47.9208,52551.6,1.0000,1.0000,0.9710,1.0000,0.9999,1.0000,0.0400,0.0000,0.0876,0.0993,0.0200,0.0000
7.71324,0.172414,race_to_bottom,-0.9571,0.9978,0.0408,0.000,2.03386e+08,5.61708e+06,68506.5,1.17566e+09,9.77961e+08,7.82369e+08,1.95592e+08,3709.29,5.54703e+06,3901.97,2.02917,2225.25,1.97839e+08,3766.04,47.9708,52606.4,1.0000,0.9998,0.9890,0.9992,0.9995,0.9996,0.0400,0.0000,0.0200,0.0400,0.1446,0.0000
9.7878,0.172414,race_to_bottom,-0.9671,0.9936,0.0265,0.000,2.05473e+08,5.59141e+06,36209,1.17259e+09,9.7274e+08,7.78192e+08,1.94548e+08,3747.34,6.04364e+06,3396.72,1.325,1453.04,1.99429e+08,3738.54,48.675,53378.6,1.0000,0.9997,0.9632,0.9995,0.9996,0.9996,0.0271,0.0000,0.0720,0.0400,0.0200,0.0000
12.4203,0.172414,race_to_bottom,-0.8878,0.9560,0.0682,0.000,2.20859e+08,5.26002e+06,59580.4,1.12861e+09,9.13068e+08,7.30454e+08,1.82614e+08,4027.94,2.55732e+07,6787.58,3.39167,3719.41,1.95286e+08,3859.28,46.6083,51112.2,1.0000,0.9998,0.9788,0.8206,0.9663,0.9708,0.0000,0.0000,0.0490,0.2230,0.0691,0.0683
15.7609,0.172414,race_to_bottom,-0.8353,0.8909,0.0556,0.000,2.5902e+08,4.92759e+06,18909.7,1.08129e+09,8.27217e+08,6.61774e+08,1.65443e+08,4723.91,3.70893e+07,13130.9,2.78333,3052.3,2.21931e+08,4321.63,47.2167,51779.4,0.8266,0.9989,0.9221,0.7373,0.8693,0.9911,0.0872,0.0000,0.0434,0.1213,0.0816,0.0000
20,0.172414,transitional,0.1720,0.3489,0.5210,0.167,6.55627e+08,4.30002e+06,73718.8,1.0227e+09,3.71444e+08,2.97155e+08,7.42889e+07,11957.1,4.02373e+08,12928.4,26.025,28539.9,2.53254e+08,9832.64,23.975,26291.8,0.4709,0.2017,0.3372,0.5420,0.0836,0.4583,0.1575,0.6382,0.6170,0.3022,0.9200,0.4908
0.02,0.206897,race_to_bottom,-0.0027,0.5060,0.5033,0.500,6.19155e+08,5.06899e+06,19775.9,1.11534e+09,5.01271e+08,4.01017e+08,1.00254e+08,11291.9,5.14693e+08,13209.2,25.1667,27598.6,1.04462e+08,6005.81,24.8333,27233.1,1.0000,0.9999,0.0178,0.0282,0.9903,0.0000,0.0400,0.0000,0.9800,0.9800,0.0200,1.0000
0.0253792,0.206897,race_to_bottom,-0.0180,0.5114,0.4933,0.500,6.15584e+08,5.08304e+06,9252.08,1.11687e+09,5.06376e+08,4.05101e+08,1.01275e+08,11226.8,5.08353e+08,15350.3,24.6667,27050.3,1.07231e+08,6522.62,25.3333,27781.4,0.0248,0.9999,0.0221,0.0247,0.9968,0.9999,0.9800,0.0000,0.9800,0.9800,0.0200,0.0000
0.0322052,0.206897,race_to_bottom,-0.0165,0.5099,0.4933,0.500,6.16879e+08,5.0839e+06,10024.9,1.11698e+09,5.05199e+08,4.04159e+08,1.0104e+08,11250.4,5.08615e+08,14728.5,24.6667,27050.3,1.08265e+08,7554.83,25.3333,27781.4,0.0181,0.9999,0.0113,0.0299,1.0000,0.9999,0.9800,0.0000,0.9800,0.9800,0.0200,0.0000
0.0408672,0.206897,race_to_bottom,-0.0166,0.5100,0.4933,0.500,6.16669e+08,5.08505e+06,8471.78,1.11713e+09,5.05558e+08,4.04446e+08,1.01112e+08,11246.6,5.09076e+08,15682.9,24.6667,27050.3,1.07593e+08,6802.37,25.3333,27781.4,0.0292,0.9998,0.0177,0.0202,0.9931,0.9996,0.9800,0.0000,0.9800,0.9800,0.0200,0.0000
0.0518589,0.206897,race_to_bottom,-0.3285,0.6685,0.3400,0.333,4.82879e+08,5.30115e+06,16383,1.14094e+09,6.63382e+08,5.30705e+08,1.32676e+08,8806.56,3.44157e+08,13697.4,17,18642.8,1.38722e+08,5495.2,33,36188.9,0.0201,0.9999,0.9880,0.0221,0.9814,0.9997,0.9800,0.0000,0.0200,0.9800,0.0600,0.0000
0.0658069,0.206897,race_to_bottom,-0.3369,0.6736,0.3367,0.333,4.79433e+08,5.31053e+06,21417.9,1.14214e+09,6.6804e+08,5.34432e+08,1.33608e+08,8743.73,3.40827e+08,10655.4,16.8333,18460,1.38606e+08,5776.84,33.1667,36371.7,0.0250,0.9997,0.0168,0.9999,1.0000,1.0000,0.9800,0.0000,0.9800,0.0400,0.0200,0.0000
0.0835064,0.206897,green_club,0.3038,0.3496,0.6533,0.667,7.52526e+08,4.86791e+06,5686.55,1.0933e+09,3.45645e+08,2.76516e+08,6.91291e+07,13724.3,6.78166e+08,18929.3,32.6667,35823.3,7.43606e+07,6548.89,17.3333,19008.3,1.0000,0.9999,0.0176,0.0283,0.0517,0.0000,0.0000,0.0000,0.9800,0.9800,0.9600,1.0000
0.105966,0.206897,race_to_bottom,-0.0049,0.5083,0.5033,0.500,6.18456e+08,5.07723e+06,22321.4,1.11632e+09,5.02966e+08,4.02373e+08,1.00593e+08,11279.2,5.14409e+08,12300.7,25.1667,27598.6,1.04047e+08,5704.18,24.8333,27233.1,1.0000,0.9999,0.0215,0.0282,1.0000,0.0000,0.0400,0.0000,0.9800,0.9800,0.0200,1.0000
0.134467,0.206897,race_to_bottom,-0.9770,0.9970,0.0200,0.000,2.06883e+08,5.75462e+06,32470.6,1.19114e+09,9.90041e+08,7.92033e+08,1.98008e+08,3773.06,4.65876e+06,5127.32,1,1096.63,2.02224e+08,3763.5,49,53735,1.0000,1.0000,0.9825,1.0000,0.9996,1.0000,0.0400,0.0000,0.0200,0.0400,0.0200,0.0000
0.170634,0.206897,race_to_bottom,-0.6589,0.8355,0.1767,0.167,3.42835e+08,5.53604e+06,22997.8,1.16691e+09,8.29638e+08,6.6371e+08,1.65928e+08,6252.51,1.72242e+08,7950.6,8.83333,9686.93,1.70593e+08,4517.62,41.1667,45144.7,1.0000,0.9999,0.9917,0.0217,0.9999,1.0000,0.0400,0.0000,0.0200,0.9800,0.0200,0.0000
0.216527,0.206897,race_to_bottom,-0.6563,0.8363,0.1800,0.167,3.41802e+08,5.52577e+06,33670.3,1.16582e+09,8.29573e+08,6.63658e+08,1.65915e+08,6233.67,1.71597e+08,6514.69,9,9869.7,1.70206e+08,5088.25,41,44962,1.0000,1.0000,0.0185,0.9996,0.9999,1.0000,0.0400,0.0000,0.9800,0.0400,0.0200,0.0000
0.274765,0.206897,race_to_bottom,-0.9758,0.9958,0.0200,0.000,2.07427e+08,5.7537e+06,31132.3,1.19101e+09,9.89364e+08,7.91491e+08,1.97873e+08,3782.99,5.11943e+06,5757.1,1,1096.63,2.02308e+08,3765.05,49,53735,1.0000,0.9999,0.9862,0.9996,0.9892,1.0000,0.0400,0.0000,0.0200,0.0400,0.0200,0.0000
0.348666,0.206897,race_to_bottom,-0.9846,0.9980,0.0133,0.000,2.06722e+08,5.76912e+06,20390.2,1.19275e+09,9.91813e+08,7.9345e+08,1.98363e+08,3770.13,3.40631e+06,5363.13,0.666667,731.089,2.03316e+08,3758.28,49.3333,54100.6,1.0000,0.9993,0.9889,0.9999,0.9997,1.0000,0.0000,0.0000,0.0200,0.0400,0.0200,0.0000
0.442443,0.206897,race_to_bottom,-0.9768,0.9968,0.0200,0.000,2.06809e+08,5.75519e+06,32640.2,1.19115e+09,9.90129e+08,7.92103e+08,1.98026e+08,3771.7,4.59451e+06,5039.32,1,1096.63,2.02214e+08,3763.3,49,53735,1.0000,1.0000,0.9809,1.0000,0.9999,1.0000,0.0400,0.0000,0.0200,0.0400,0.0200,0.0000
0.561443,0.206897,race_to_bottom,-0.9771,0.9971,0.0200,0.000,2.06861e+08,5.75483e+06,32503.1,1.19109e+09,9.90016e+08,7.92013e+08,1.98003e+08,3772.66,4.64746e+06,5111.47,1,1096.63,2.02214e+08,3763.29,49,53735,1.0000,1.0000,0.9826,0.9998,1.0000,1.0000,0.0400,0.0000,0.0200,0.0400,0.0200,0.0000
0.71245,0.206897,race_to_bottom,-0.9787,0.9956,0.0169,0.000,2.08201e+08,5.76178e+06,23264.4,1.1919e+09,9.89479e+08,7.91583e+08,1.97896e+08,3797.1,5.12207e+06,5670.42,0.85,932.138,2.03079e+08,3768.33,49.15,53899.5,1.0000,1.0000,0.9821,0.9999,0.9919,1.0000,0.0000,0.0000,0.0416,0.0400,0.0200,0.0000
0.904071,0.206897,race_to_bottom,-0.9730,0.9966,0.0236,0.000,2.07127e+08,5.74691e+06,38276.5,1.19016e+09,9.88822e+08,7.91058e+08,1.97764e+08,3777.52,5.38697e+06,4607.94,1.18333,1297.68,2.01741e+08,3768.59,48.8167,53534,0.9940,0.9998,0.9905,1.0000,0.9953,1.0000,0.0400,0.0218,0.0200,0.0400,0.0200,0.0000
1.14723,0.206897,race_to_bottom,-0.9777,0.9977,0.0200,0.000,2.06331e+08,5.75402e+06,33599.8,1.19092e+09,9.90381e+08,7.92305e+08,1.98076e+08,3763,4.2264e+06,4535.5,1,1096.63,2.02105e+08,3761.27,49,53735,1.0000,0.9996,0.9869,0.9999,1.0000,0.9996,0.0400,0.0000,0.0200,0.0400,0.0200,0.0000
1.45579,0.206897,race_to_bottom,-0.9695,0.9970,0.0276,0.000,2.06614e+08,5.73995e+06,45638.9,1.18934e+09,9.88513e+08,7.9081e+08,1.97703e+08,3768.14,5.38939e+06,4381.09,1.375,1507.87,2.01224e+08,3773.84,48.625,53323.8,1.0000,0.9964,0.9899,1.0000,0.9961,0.9999,0.0610,0.0243,0.0200,0.0400,0.0200,0.0000
1.84734,0.206897,race_to_bottom,-0.9835,0.9968,0.0133,0.000,2.07156e+08,5.76769e+06,19283.3,1.19245e+09,9.91079e+08,7.92863e+08,1.98216e+08,3778.03,3.80587e+06,6092.02,0.666667,731.089,2.0335e+08,3758.92,49.3333,54100.6,1.0000,0.9999,0.9854,1.0000,0.9957,1.0000,0.0000,0.0000,0.0200,0.0400,0.0200,0.0000
2.3442,0.206897,race_to_bottom,-0.9500,0.9911,0.0411,0.000,2.10049e+08,5.7146e+06,57860.3,1.18644e+09,9.82161e+08,7.85729e+08,1.96432e+08,3830.79,9.26782e+06,4074,2.06667,2266.38,2.00781e+08,3822.05,47.9333,52565.3,0.9950,0.9990,0.9896,1.0000,0.9631,1.0000,0.0400,0.0217,0.0200,0.0400,0.0935,0.0313
2.9747,0.206897,race_to_bottom,-0.9625,0.9944,0.0319,0.000,2.08196e+08,5.72633e+06,48292.2,1.18776e+09,9.85338e+08,7.8827e+08,1.97068e+08,3797,7.22497e+06,4120.42,1.58333,1736.34,2.00971e+08,3785.84,48.4167,53095.3,0.9945,0.9999,0.9781,0.9995,0.9948,0.9997,0.0613,0.0234,0.0465,0.0400,0.0200,0.0000
3.77478,0.206897,race_to_bottom,-0.9549,0.9932,0.0383,0.000,2.0818e+08,5.71167e+06,55786,1.1861e+09,9.83686e+08,7.86949e+08,1.96737e+08,3796.72,7.31723e+06,3418.58,1.90417,2088.17,2.00863e+08,3810.7,48.0958,52743.5,1.0000,0.9998,0.9855,0.9788,0.9953,1.0000,0.0400,0.0276,0.0471,0.0951,0.0200,0.0000
4.79005,0.206897,race_to_bottom,-0.9561,0.9927,0.0366,0.000,2.08177e+08,5.6957e+06,54258.5,1.18429e+09,9.81867e+08,7.85494e+08,1.96373e+08,3796.66,7.87648e+06,4268.54,1.82917,2005.92,2.00301e+08,3793.3,48.1708,52825.7,1.0000,0.9946,0.9705,1.0000,0.9921,0.9993,0.0400,0.0246,0.0712,0.0640,0.0200,0.0000
6.07839,0.206897,race_to_bottom,-0.9487,0.9903,0.0416,0.000,2.09563e+08,5.66119e+06,50956.2,1.18045e+09,9.766e+08,7.8128e+08,1.9532e+08,3821.93,8.5021e+06,4862.15,2.07917,2280.08,2.0106e+08,3830.87,47.9208,52551.6,1.0000,0.9965,0.9859,0.9990,0.9604,1.0000,0.0722,0.0222,0.0200,0.0400,0.0952,0.0000
7.71324,0.206897,race_to_bottom,-0.9369,0.9944,0.0575,0.000,2.0525e+08,5.60017e+06,86586.3,1.17364e+09,9.74076e+08,7.79261e+08,1.94815e+08,3743.28,7.48138e+06,3329.97,2.86667,3143.68,1.97769e+08,3833.41,47.1333,51688,0.9870,0.9997,0.9806,1.0000,0.9993,1.0000,0.1206,0.0000,0.0400,0.0918,0.0927,0.0000
9.7878,0.206897,race_to_bottom,-0.9693,0.9959,0.0267,0.000,2.04251e+08,5.59076e+06,38218.1,1.17244e+09,9.7382e+08,7.79056e+08,1.94764e+08,3725.06,4.89616e+06,3142.77,1.325,1453.04,1.99355e+08,3736.26,48.675,53378.6,1.0000,0.9998,0.9882,0.9883,0.9997,0.9996,0.0000,0.0000,0.0454,0.0643,0.0200,0.0303
12.4203,0.206897,race_to_bottom,-0.9269,0.9807,0.0539,0.000,2.09879e+08,5.31229e+06,69569.6,1.13906e+09,9.34568e+08,7.47654e+08,1.86914e+08,3827.69,1.26082e+07,4948.94,2.7125,2974.62,1.9727e+08,3805.33,47.2875,51857,0.9787,0.9865,0.9753,1.0000,0.9616,0.9823,0.0675,0.0613,0.0419,0.0756,0.0534,0.0235
15.7609,0.206897,race_to_bottom,-0.7741,0.8504,0.0762,0.000,2.99982e+08,4.61797e+06,28221.8,1.03863e+09,7.43297e+08,5.94638e+08,1.48659e+08,5470.96,4.43194e+07,10924.9,3.8,4167.21,2.55663e+08,5089.79,46.2,50664.5,0.7940,0.9538,0.8762,0.7004,0.8820,0.8960,0.1322,0.0000,0.0828,0.1755,0.0670,0.0000
20,0.206897,transitional,-0.1349,0.4792,0.3442,0.000,5.41914e+08,4.27443e+06,73975.6,1.01672e+09,4.79154e+08,3.83323e+08,9.58308e+07,9883.23,2.24126e+08,11200.1,17.2208,18884.9,3.17788e+08,8945,32.7792,35946.7,0.4629,0.3274,0.6339,0.4239,0.4053,0.6216,0.3657,0.4416,0.1750,0.3860,0.5318,0.1653
0.02,0.241379,green_club,0.6167,0.1933,0.8100,0.833,8.83519e+08,4.62685e+06,9650.2,1.06649e+09,1.87607e+08,1.50086e+08,3.75215e+07,16113.3,8.37517e+08,18851.3,40.5,44413.6,4.60018e+07,8922.15,9.5,10418,0.0179,0.9996,0.0117,0.0245,0.1061,0.0000,0.9800,0.0000,0.9800,0.9800,0.9200,1.0000
0.0253792,0.241379,green_club,0.3124,0.3443,0.6567,0.667,7.56092e+08,4.85479e+06,7824.08,1.09175e+09,3.40524e+08,2.7242e+08,6.81049e+07,13789.3,6.80076e+08,16569.5,32.8333,36006.1,7.60163e+07,8540.2,17.1667,18825.5,0.0125,0.0145,0.0188,0.0266,0.9935,0.9997,0.9800,0.9800,0.9800,0.9800,0.0200,0.0000
0.0322052,0.241379,green_club,0.2996,0.3504,0.6500,0.667,7.51101e+08,4.86348e+06,5488.87,1.09271e+09,3.4648e+08,2.77184e+08,6.92961e+07,13698.3,6.73778e+08,18904.2,32.5,35640.6,7.73238e+07,8001.95,17.5,19191.1,0.0228,0.9997,0.0085,0.0219,0.0501,0.9995,0.9800,0.0000,0.9800,0.9800,0.9600,0.0000
0.0408672,0.241379,green_club,0.3114,0.3486,0.6600,0.667,7.52768e+08,4.84832e+06,18227.4,1.09103e+09,3.43129e+08,2.74503e+08,6.86259e+07,13728.7,6.7883e+08,15625.1,33,36188.9,7.39376e+07,7098.19,17,18642.8,1.0000,0.9997,0.0192,0.0250,0.0474,0.0000,0.0400,0.0000,0.9800,0.9800,0.9600,1.0000
0.0518589,0.241379,race_to_bottom,-0.0403,0.5269,0.4867,0.500,6.04365e+08,5.08446e+06,23506.4,1.11714e+09,5.17882e+08,4.14305e+08,1.03576e+08,11022.2,4.93934e+08,14681.2,24.3333,26684.7,1.10431e+08,6387.28,25.6667,28146.9,0.0248,0.9999,0.0292,0.9995,0.1087,0.9995,0.9800,0.0000,0.9800,0.0400,0.9200,0.0000
0.0658069,0.241379,green_club,0.6541,0.1759,0.8300,0.833,8.96603e+08,4.61077e+06,20438.7,1.06482e+09,1.72843e+08,1.38275e+08,3.45687e+07,16351.9,8.55864e+08,16522.7,41.5,45510.3,4.07392e+07,9550.34,8.5,9321.38,0.0111,0.0208,0.0184,0.0152,0.9899,0.0000,0.9800,0.9800,0.9800,0.9800,0.0600,1.0000
0.0835064,0.241379,race_to_bottom,-0.3367,0.6734,0.3367,0.333,4.79412e+08,5.30609e+06,21102.5,1.1416e+09,6.67511e+08,5.34009e+08,1.33502e+08,8743.34,3.40446e+08,11273.9,16.8333,18460,1.38966e+08,6013.86,33.1667,36371.7,0.0263,1.0000,0.0179,0.9999,0.9969,0.9993,0.9800,0.0000,0.9800,0.0400,0.0200,0.0000
0.105966,0.241379,green_club,0.2945,0.3588,0.6533,0.667,7.46138e+08,4.8601e+06,23250,1.09251e+09,3.51255e+08,2.81004e+08,7.0251e+07,13607.8,6.6961e+08,15589.2,32.6667,35823.3,7.65279e+07,7348.16,17.3333,19008.3,0.0165,0.9998,0.0193,0.9999,0.1175,0.0000,0.9800,0.0000,0.9800,0.0400,0.9200,1.0000
0.134467,0.241379,race_to_bottom,-0.3394,0.6694,0.3300,0.333,4.81159e+08,5.31813e+06,4475.86,1.14293e+09,6.67092e+08,5.33674e+08,1.33418e+08,8775.21,3.40759e+08,15783.7,16.5,18094.4,1.404e+08,6060.12,33.5,36737.2,1.0000,0.9995,0.0088,0.0232,0.9848,1.0000,0.0000,0.0000,0.9800,0.9800,0.0200,0.0000
0.170634,0.241379,race_to_bottom,-0.0140,0.5073,0.4933,0.500,6.17389e+08,5.08219e+06,8846.21,1.11675e+09,5.04449e+08,4.0356e+08,1.0089e+08,11259.7,5.0889e+08,14735.8,24.6667,27050.3,1.08498e+08,7751.01,25.3333,27781.4,0.0076,1.0000,0.0175,0.0192,1.0000,0.9997,0.9800,0.0000,0.9800,0.9800,0.0200,0.0000
0.216527,0.241379,race_to_bottom,-0.6533,0.8333,0.1800,0.167,3.43603e+08,5.52575e+06,30599.2,1.16588e+09,8.2783e+08,6.62264e+08,1.65566e+08,6266.51,1.72953e+08,7775.17,9,9869.7,1.7065e+08,5328.81,41,44962,1.0000,0.9999,0.0111,0.9999,0.9893,0.9997,0.0400,0.0000,0.9800,0.0400,0.0200,0.0000
0.274765,0.241379,race_to_bottom,-0.3557,0.6824,0.3267,0.333,4.72549e+08,5.31415e+06,13524,1.14234e+09,6.75118e+08,5.40094e+08,1.35024e+08,8618.17,3.30667e+08,12607.8,16.3333,17911.7,1.41882e+08,5177.75,33.6667,36920,0.0863,0.9996,0.9906,0.0235,0.9942,1.0000,0.9400,0.0000,0.0200,0.9800,0.0200,0.0000
0.348666,0.241379,race_to_bottom,-0.3377,0.6743,0.3367,0.333,4.78096e+08,5.30658e+06,20664.5,1.14155e+09,6.6878e+08,5.35024e+08,1.33756e+08,8719.35,3.39961e+08,11275,16.8333,18460,1.38135e+08,5173.2,33.1667,36371.7,1.0000,0.9999,0.0236,0.0272,0.9954,0.9998,0.0400,0.0000,0.9800,0.9800,0.0200,0.0000
0.442443,0.241379,race_to_bottom,-0.9769,0.9969,0.0200,0.000,2.06903e+08,5.75423e+06,32335.2,1.19105e+09,9.89937e+08,7.91949e+08,1.97987e+08,3773.42,4.67765e+06,5152.83,1,1096.63,2.02225e+08,3763.51,49,53735,1.0000,0.9997,0.9866,1.0000,0.9950,0.9998,0.0400,0.0000,0.0200,0.0400,0.0200,0.0000
0.561443,0.241379,race_to_bottom,-0.9728,0.9971,0.0243,0.000,2.06634e+08,5.74823e+06,39554.5,1.19031e+09,9.8946e+08,7.91568e+08,1.97892e+08,3768.52,4.82367e+06,4559.66,1.2125,1329.67,2.01811e+08,3772.7,48.7875,53502,1.0000,0.9998,0.9868,0.9962,0.9999,1.0000,0.0400,0.0000,0.0200,0.0659,0.0200,0.0000
0.71245,0.241379,race_to_bottom,-0.9687,0.9929,0.0242,0.000,2.09299e+08,5.7465e+06,33068,1.1901e+09,9.86583e+08,7.89266e+08,1.97317e+08,3817.11,7.0268e+06,5796.39,1.20833,1325.1,2.02272e+08,3781.01,48.7917,53506.6,0.9951,0.9998,0.9765,1.0000,0.9859,1.0000,0.0400,0.0000,0.0453,0.0400,0.0200,0.0000
0.904071,0.241379,race_to_bottom,-0.9795,0.9974,0.0179,0.000,2.06601e+08,5.75846e+06,27535.6,1.19147e+09,9.90651e+08,7.92521e+08,1.9813e+08,3767.91,3.70046e+06,4422.6,0.9,986.97,2.029e+08,3768.6,49.1,53844.7,1.0000,1.0000,0.9861,0.9991,0.9994,0.9999,0.0272,0.0000,0.0200,0.0400,0.0200,0.0000
1.14723,0.241379,race_to_bottom,-0.9730,0.9969,0.0239,0.000,2.06846e+08,5.74836e+06,38924.9,1.1903e+09,9.89243e+08,7.91394e+08,1.97849e+08,3772.38,5.0908e+06,4008.8,1.19167,1306.82,2.01755e+08,3769.86,48.8083,53524.8,1.0000,0.9999,0.9860,1.0000,0.9953,1.0000,0.0400,0.0000,0.0433,0.0400,0.0200,0.0000
